all_strict_convergence_passed,coverage90_mean,coverage90_sd,crps_mean,crps_sd,ece_mean,ece_sd,label,method,native_gaussian_nlpd_mean,native_gaussian_nlpd_sd,qualification,rmse_mean,rmse_sd,seeds
False,0.6403263403263404,0.036217655700581435,0.19651202097257625,0.028095342632970147,0.18060606060606063,0.013974879017329354,LMC-SVGP,lmc_svgp,1.0809347294629332,0.49050347874902867,exploratory_budget_limited,0.3376446523903501,0.052927406597228985,3
False,0.6484848484848484,0.022435821753875963,0.20022008654456733,0.02188901232344526,0.17965034965034965,0.0016083916083916158,IMC-SVGP,imc_svgp,1.0005181214919856,0.3587837085593493,exploratory_budget_relaxed,0.3435242343293714,0.04472024334532757,3
False,0.9118881118881119,0.01580790846917104,0.2580404667722775,0.015832733244080983,0.02375291375291375,0.006645319302771919,FSDE-SVI,fsde_svi,0.669289839757897,0.10441115146842364,exploratory_budget_relaxed,0.4705186391448148,0.0477574419082356,3
