bootstrap95_high,bootstrap95_low,hippo_rmse_mean,horizon_weeks,ordinary_minus_hippo,ordinary_rmse_mean
0.041306678262710964,0.0028793566823519133,0.1676114344218606,16,0.02060067838657405,0.18821211280843467
0.04050756747602447,0.008037094980412423,0.1692552818117008,32,0.02235323679189103,0.1916085186035918
0.029064439207319687,0.004741851892107652,0.19532536388682037,48,0.0157171398847969,0.21104250377161732
0.02404645978790642,0.0027444134284816068,0.18871039369232928,64,0.012067964747583731,0.20077835843991304
0.018518479239972647,0.0018928856746367351,0.1891540384740187,80,0.009576911953447459,0.1987309504274662
0.014782769928938528,0.0011909435820039948,0.18880052389444318,96,0.0074100382842456625,0.19621056217868887
0.012199988701179647,0.00040328569194386654,0.19056672464606664,112,0.005996713772068329,0.19656343841813495
0.011698964739554224,-0.00020713275152838828,0.18888867339050436,128,0.005304856369104027,0.19419352975960838
0.009760779992988466,-0.0007056159082878488,0.1891541511148604,143,0.004212647419986265,0.19336679853484665
